village_id,farm_id,crop_type,health_index,yield_estimate_to_date,crop_confidence,area_ha,quality_flag,gamma0_dB_06Jun,gamma0_dB_19Jun,gamma0_dB_14Aug,gamma0_dB_13Oct,establishment_dB,retention_dB,s2_ndvi_13Oct_validation_only
22,222,Groundnut,46.3,18.37,0.403,0.312,ok,-19.984,-16.79,-21.012,-19.66,-4.222,1.352,0.2732
22,223,Groundnut,36.39,18.89,0.499,0.7449,ok,-20.193,-16.784,-20.922,-20.214,-4.138,0.708,0.2314
22,224,Groundnut,29.22,16.78,0.436,0.4594,ok,-19.663,-16.41,-20.392,-20.421,-3.982,-0.029,0.2096
22,225,Groundnut,24.32,15.2,0.219,0.4348,ok,-20.074,-16.658,-20.54,-20.482,-3.882,0.059,0.1848
22,226,Groundnut,20.21,7.4,0.396,0.9808,ok,-20.18,-15.723,-20.936,-20.548,-5.212,0.388,0.1674
22,227,Cotton,28.37,8.99,0.051,1.6989,ok,-18.96,-14.926,-20.295,-18.787,-5.368,1.508,0.2493
22,228,Bajra,42.2,9.56,0.344,0.4755,ok,-19.305,-15.512,-19.164,-20.546,-3.652,-1.382,0.2
22,229,Cotton,43.57,53.4,0.073,0.7805,ok,-18.737,-17.802,-20.367,-18.945,-2.565,1.422,0.4328
22,230,Cotton,65.98,52.77,0.056,1.6167,ok,-16.309,-14.652,-14.722,-16.121,-0.07,-1.4,0.3885
22,231,Groundnut,59.12,35.52,0.504,0.9412,ok,-18.693,-17.096,-19.714,-19.848,-2.618,-0.135,0.2646
22,232,Groundnut,77.32,55.08,0.369,0.2672,ok,-19.593,-17.926,-19.813,-19.481,-1.887,0.332,0.4416
22,233,Groundnut,32.78,5.03,0.363,1.4463,ok,-19.017,-15.017,-20.212,-19.985,-5.195,0.227,0.264
22,234,Cotton,22.6,29.41,0.005,0.7494,ok,-18.21,-17.292,-20.098,-19.342,-2.806,0.756,0.2986
22,235,Bajra,63.8,17.52,0.097,0.9883,ok,-15.393,-14.365,-14.767,-19.922,-0.402,-5.155,0.1722
22,236,Cotton,53.18,45.89,0.198,0.9385,ok,-19.374,-17.02,-20.244,-17.883,-3.225,2.361,0.3165
22,237,Groundnut,56.98,12.22,0.253,0.5468,ok,-19.124,-15.73,-19.463,-19.265,-3.733,0.198,0.2878
22,238,Cotton,64.98,62.03,0.471,0.2242,ok,-18.885,-17.109,-19.079,-17.875,-1.97,1.204,0.3725
22,239,Cotton,46.07,43.35,0.621,0.623,ok,-19.875,-17.555,-20.104,-18.369,-2.55,1.735,0.3159
22,240,Groundnut,87.83,58.46,0.021,0.6477,ok,-19.996,-17.51,-18.912,-18.861,-1.402,0.051,0.3113
22,241,Groundnut,59.63,29.12,0.458,1.2201,ok,-20.185,-17.189,-20.549,-19.517,-3.36,1.032,0.2598
22,242,Groundnut,56.19,31.65,0.29,0.2829,ok,-18.587,-17.818,-20.415,-19.737,-2.597,0.678,0.2621
22,243,Groundnut,33.98,27.27,0.288,0.3109,ok,-19.823,-17.272,-20.047,-20.57,-2.775,-0.523,0.2057
22,244,Cotton,53.01,68.01,0.036,0.8507,ok,-19.756,-18.259,-20.097,-18.794,-1.838,1.303,0.405
22,245,Groundnut,24.12,12.68,0.437,0.3606,ok,-20.448,-16.315,-20.921,-20.553,-4.605,0.368,0.2303
22,246,Cotton,83.89,59.11,0.251,1.329,ok,-16.038,-15.308,-15.151,-14.383,0.157,0.768,0.4969
22,247,Cotton,37.35,33.35,0.179,0.3614,ok,-19.291,-16.546,-19.572,-18.587,-3.026,0.985,0.2965
22,248,Cotton,71.23,63.3,0.026,0.5568,ok,-16.241,-16.026,-15.328,-16.35,0.698,-1.022,0.3843
22,249,Cotton,19.67,28.07,0.131,0.3293,ok,-19.954,-17.102,-20.4,-19.347,-3.298,1.053,0.2409
22,250,Cotton,64.96,60.42,0.178,0.5115,ok,-19.963,-17.15,-19.462,-17.933,-2.312,1.529,0.2959
22,251,Cotton,32.36,44.33,0.029,0.5215,ok,-19.488,-17.833,-20.915,-19.184,-3.083,1.731,0.3092
22,252,Cotton,29.64,37.3,0.089,1.0573,ok,-19.544,-17.643,-21.158,-19.218,-3.515,1.939,0.2831
22,253,Cotton,94.34,93.16,0.126,0.7286,ok,-16.436,-15.509,-14.599,-14.03,0.909,0.569,0.5706
22,254,Cotton,33.13,26.82,0.33,2.1852,ok,-20.41,-17.16,-21.317,-18.542,-4.158,2.776,0.3875
22,255,Cotton,15.48,28.07,0.092,0.3891,ok,-20.395,-17.83,-20.331,-20.128,-2.501,0.203,0.1872
22,256,Cotton,33.47,25.53,0.25,0.3327,ok,-17.472,-16.431,-19.287,-18.664,-2.856,0.623,0.2403
22,257,Cotton,39.2,48.21,0.206,0.2646,ok,-19.551,-17.414,-19.591,-19.014,-2.177,0.576,0.3933
22,258,Cotton,23.4,36.0,0.096,0.6946,ok,-18.7,-17.943,-20.44,-19.461,-2.496,0.978,0.1898
22,259,Groundnut,41.56,17.19,0.481,0.7848,ok,-19.935,-16.547,-20.748,-19.842,-4.201,0.906,0.2343
22,260,Cotton,32.8,46.3,0.011,1.8688,ok,-20.112,-18.008,-21.062,-19.186,-3.054,1.876,0.2889
22,261,Rice,71.23,83.11,0.241,0.8134,ok,-20.883,-19.307,-19.937,-18.527,-0.63,1.41,0.2541
22,262,Groundnut,66.15,41.56,0.387,1.2894,ok,-20.65,-17.83,-20.505,-19.508,-2.675,0.997,0.185
22,263,Bajra,50.19,59.78,0.284,0.8283,ok,-20.343,-18.593,-18.69,-21.019,-0.097,-2.329,0.1665
22,264,Cotton,46.8,58.09,0.275,0.6158,ok,-19.388,-18.177,-20.543,-18.757,-2.366,1.786,0.4363
22,265,Cotton,45.85,51.28,0.161,0.2162,ok,-18.444,-17.502,-20.029,-18.693,-2.527,1.337,0.3206
22,266,Groundnut,51.77,35.58,0.36,0.6077,ok,-20.467,-17.788,-20.453,-19.969,-2.665,0.485,0.2342
22,267,Cotton,78.7,78.34,0.223,2.1552,ok,-19.663,-17.192,-17.839,-14.352,-0.647,3.486,0.5365
22,268,Rice,77.43,55.35,0.228,0.6036,ok,-16.795,-15.755,-15.057,-16.84,0.698,-1.783,0.3539
22,269,Groundnut,72.62,35.98,0.181,0.6948,ok,-19.87,-17.448,-19.595,-19.23,-2.146,0.365,0.3536
22,270,Groundnut,46.38,27.55,0.238,1.4712,ok,-20.143,-17.422,-19.845,-20.255,-2.423,-0.41,0.2186
22,271,Cotton,63.78,80.29,0.123,0.509,ok,-20.842,-18.568,-19.904,-18.474,-1.336,1.431,0.3143
22,272,Groundnut,52.3,28.77,0.531,0.9327,ok,-19.118,-17.219,-20.498,-19.835,-3.279,0.663,0.1921
22,273,Groundnut,41.26,16.01,0.603,1.1231,ok,-19.429,-15.865,-19.981,-20.078,-4.116,-0.097,0.2114
22,274,Bajra,52.68,34.72,0.399,1.1264,ok,-19.932,-16.342,-18.277,-20.648,-1.935,-2.371,0.1508
22,275,Maize,56.51,78.22,0.239,0.3528,ok,-19.577,-18.882,-19.341,-19.302,-0.46,0.04,0.4098
22,276,Groundnut,34.63,29.24,0.296,1.6402,ok,-19.895,-17.726,-20.753,-20.394,-3.027,0.359,0.2118
22,277,Cotton,37.85,52.43,0.253,0.4988,ok,-19.303,-17.872,-20.084,-19.205,-2.212,0.878,0.3214
22,278,Cotton,46.8,61.81,0.153,0.4857,ok,-19.506,-18.04,-20.011,-18.979,-1.971,1.033,0.3564
22,279,Groundnut,35.23,21.34,0.368,1.4053,ok,-20.25,-17.186,-20.797,-20.244,-3.611,0.553,0.2113
22,280,Cotton,15.73,24.75,0.077,1.4555,ok,-19.722,-17.189,-20.194,-19.597,-3.005,0.597,0.2235
22,281,Cotton,25.5,19.83,0.229,0.6997,ok,-18.926,-16.644,-21.241,-19.315,-4.597,1.925,0.5533
22,282,Cotton,40.94,30.35,0.195,0.5657,ok,-18.5,-17.154,-21.166,-18.271,-4.013,2.895,0.5347
22,283,Cotton,30.53,44.2,0.237,0.3011,ok,-19.25,-17.626,-19.977,-19.337,-2.351,0.64,0.2982
22,284,Groundnut,49.84,21.72,0.448,0.435,ok,-19.724,-16.818,-20.537,-19.658,-3.719,0.878,0.29
22,285,Cotton,33.02,42.26,0.089,0.8586,ok,-19.579,-17.571,-20.253,-19.17,-2.682,1.084,0.227
22,286,Cotton,40.79,61.71,0.208,1.6266,ok,-20.041,-18.436,-20.235,-19.326,-1.799,0.909,0.3788
22,287,Maize,67.15,54.52,0.063,1.5955,ok,-15.594,-14.835,-15.199,-18.243,-0.364,-3.044,0.1816
22,288,Maize,35.15,64.27,0.087,0.4018,ok,-18.41,-18.251,-19.196,-19.771,-0.944,-0.575,0.2264
22,289,Cotton,67.43,66.12,0.247,0.444,ok,-17.821,-17.662,-18.016,-17.805,-0.353,0.211,0.3235
22,290,Cotton,82.16,78.05,0.188,1.306,ok,-15.881,-15.321,-15.11,-15.193,0.211,-0.083,0.4047
22,291,Maize,52.85,81.68,0.188,1.1546,ok,-19.556,-19.08,-19.549,-19.477,-0.469,0.072,0.4373
22,292,Cotton,94.21,93.29,0.144,1.2306,ok,-16.782,-15.472,-14.763,-14.05,0.709,0.713,0.526
22,293,Groundnut,65.12,31.68,0.734,0.5258,ok,-18.701,-16.497,-19.452,-19.65,-2.955,-0.198,0.1943
22,294,Cotton,81.44,74.62,0.151,0.6741,ok,-17.151,-14.586,-14.239,-14.653,0.347,-0.414,0.4673
22,295,Cotton,34.11,36.66,0.281,1.5282,ok,-18.627,-16.878,-19.977,-18.978,-3.099,0.999,0.3726
22,296,Cotton,50.68,48.32,0.058,0.8112,ok,-17.826,-16.833,-19.16,-18.435,-2.327,0.725,0.345
22,297,Groundnut,48.8,25.47,0.544,0.9764,ok,-19.283,-16.894,-20.262,-19.937,-3.369,0.326,0.2494
22,298,Groundnut,41.77,20.04,0.485,0.4933,ok,-18.864,-16.76,-20.701,-19.921,-3.941,0.78,0.2627
22,299,Groundnut,45.01,15.67,0.044,0.8369,ok,-19.639,-16.891,-19.882,-20.001,-2.99,-0.119,0.2246
22,300,Cotton,26.73,17.02,0.033,0.8368,ok,-18.154,-15.646,-18.073,-18.781,-2.427,-0.708,0.1698
22,301,Groundnut,21.92,15.23,0.243,0.5822,ok,-19.902,-16.979,-20.394,-20.79,-3.415,-0.397,0.1913
22,302,Bajra,56.09,36.78,0.36,0.5616,ok,-19.587,-17.593,-19.97,-20.505,-2.377,-0.535,0.1825
22,303,Groundnut,89.03,59.19,0.281,0.1822,ok,-19.028,-17.078,-18.733,-19.238,-1.655,-0.504,0.3747
22,304,Cotton,47.07,44.55,0.364,0.891,ok,-19.411,-17.067,-19.719,-18.463,-2.652,1.256,0.2915
22,305,Groundnut,46.23,19.65,0.259,0.5634,ok,-19.667,-17.232,-20.362,-19.912,-3.131,0.451,0.251
22,306,Maize,60.52,90.41,0.295,0.4512,ok,-19.611,-19.844,-19.486,-19.789,0.357,-0.302,0.2673
22,307,Groundnut,57.36,32.89,0.369,0.4511,ok,-19.165,-17.396,-20.024,-19.8,-2.628,0.224,0.2659
22,308,Rice,37.57,64.48,0.152,0.5173,ok,-19.981,-18.858,-20.73,-19.399,-1.872,1.331,0.3773
22,309,Cotton,35.03,33.61,0.32,0.6355,ok,-19.462,-17.009,-20.431,-18.66,-3.422,1.771,0.1982
22,310,Groundnut,46.43,16.49,0.424,0.6493,ok,-19.531,-16.467,-20.438,-19.662,-3.971,0.776,0.2513
22,311,Maize,30.83,45.03,0.109,0.3711,ok,-19.218,-17.219,-18.416,-19.572,-1.197,-1.155,0.2854
22,312,Bajra,48.76,56.54,0.283,0.8207,ok,-20.18,-18.855,-20.451,-20.931,-1.596,-0.481,0.1656
22,313,Groundnut,52.16,19.13,0.05,0.6891,ok,-19.217,-16.915,-19.78,-19.825,-2.866,-0.045,0.2261
22,314,Cotton,23.36,24.13,0.032,1.4149,ok,-18.466,-16.416,-17.675,-19.28,-1.259,-1.605,0.1906
22,315,Cotton,36.37,35.11,0.287,0.8643,ok,-19.524,-17.063,-20.487,-18.655,-3.424,1.832,0.2799
22,316,Groundnut,88.17,60.64,0.049,0.3335,ok,-19.307,-17.234,-18.643,-19.112,-1.409,-0.469,0.3348
22,317,Groundnut,48.11,27.58,0.483,0.5914,ok,-20.04,-17.302,-20.861,-19.947,-3.559,0.914,0.1883
22,318,Bajra,71.4,63.28,0.324,0.8235,ok,-20.001,-17.754,-18.363,-20.594,-0.609,-2.231,0.1886
22,319,Maize,40.92,65.88,0.0,0.6059,ok,-20.466,-18.335,-19.495,-19.395,-1.161,0.1,0.3005
22,320,Cotton,80.26,76.12,0.174,0.9906,ok,-16.201,-15.059,-14.974,-15.215,0.084,-0.241,0.426
22,321,Rice,69.64,69.69,0.241,0.3565,ok,-19.967,-18.428,-18.804,-18.703,-0.377,0.101,0.3468
22,322,Groundnut,75.49,46.23,0.378,0.3237,ok,-19.432,-17.538,-20.016,-19.182,-2.478,0.834,0.3009
22,323,Bajra,26.2,24.6,0.311,1.5116,ok,-20.276,-17.516,-20.543,-20.985,-3.028,-0.442,0.1441
22,324,Bajra,62.94,40.39,0.103,1.7103,ok,-20.291,-18.242,-17.734,-20.604,0.509,-2.87,0.1639
22,325,Cotton,58.84,58.3,0.275,0.8448,ok,-21.102,-17.204,-19.32,-15.197,-2.116,4.123,0.4277
22,326,Bajra,33.24,67.91,0.157,0.8776,ok,-20.839,-20.315,-18.709,-21.899,1.606,-3.19,0.1823
22,327,Cotton,19.89,36.26,0.15,1.2682,ok,-21.16,-18.175,-21.707,-19.734,-3.531,1.973,0.2518
22,328,Groundnut,38.42,15.39,0.439,0.7613,ok,-19.899,-16.542,-21.073,-20.116,-4.531,0.957,0.2754
22,329,Groundnut,41.79,45.25,0.235,0.8388,ok,-20.227,-18.551,-20.874,-20.505,-2.323,0.369,0.1995
22,330,Rice,41.65,68.04,0.068,2.2142,ok,-20.177,-19.335,-20.885,-19.196,-1.55,1.689,0.2161
22,331,Rice,22.39,58.4,0.254,0.9906,ok,-20.407,-19.021,-20.916,-19.685,-1.895,1.231,0.2818
22,332,Bajra,46.49,32.11,0.355,0.6593,ok,-20.021,-17.943,-20.198,-20.693,-2.254,-0.495,0.1859
22,333,Groundnut,33.52,35.16,0.029,0.8405,ok,-20.235,-17.787,-20.474,-20.843,-2.687,-0.369,0.1657
22,334,Cotton,61.07,58.66,0.194,0.5231,ok,-20.248,-17.636,-20.281,-17.174,-2.646,3.107,0.4111
22,335,Bajra,13.43,7.97,0.199,0.8936,ok,-16.915,-16.007,-20.776,-21.608,-4.77,-0.832,0.1732
22,336,Cotton,16.37,30.7,0.108,0.5468,ok,-20.465,-18.208,-20.25,-20.399,-2.042,-0.149,0.2077
22,337,Cotton,59.06,69.2,0.248,0.4081,ok,-21.067,-18.83,-20.879,-18.039,-2.049,2.839,0.4083
22,338,Cotton,25.33,41.06,0.094,0.8287,ok,-20.669,-17.866,-20.923,-19.383,-3.057,1.54,0.2598
22,339,Cotton,36.26,53.19,0.211,1.596,ok,-19.117,-18.563,-21.255,-19.103,-2.691,2.151,0.3058
22,340,Groundnut,49.13,8.95,0.392,0.8538,ok,-20.016,-15.354,-20.376,-19.296,-5.022,1.081,0.323
22,341,Cotton,15.6,25.58,0.012,1.4042,ok,-19.584,-17.117,-19.861,-19.646,-2.744,0.215,0.2411
22,342,Groundnut,72.58,30.01,0.239,0.3523,ok,-19.489,-16.672,-19.247,-18.997,-2.575,0.25,0.2404
22,343,Cotton,30.1,39.48,0.347,0.452,ok,-19.813,-17.227,-20.017,-19.232,-2.79,0.785,0.2557
22,344,Cotton,87.85,86.06,0.216,0.7659,ok,-17.3,-15.932,-15.528,-14.938,0.403,0.59,0.4631
22,345,Bajra,10.24,14.05,0.317,1.0682,ok,-19.641,-17.321,-20.997,-21.884,-3.677,-0.886,0.2053
22,346,Bajra,18.42,29.3,0.386,0.9825,ok,-19.919,-18.015,-20.53,-21.895,-2.515,-1.365,0.1816
22,347,Groundnut,39.71,38.11,0.224,1.2278,ok,-20.283,-18.663,-21.14,-20.378,-2.477,0.762,0.2929
22,348,Bajra,16.49,19.76,0.305,0.5345,ok,-20.188,-17.995,-20.706,-21.307,-2.711,-0.601,0.187
22,349,Groundnut,49.8,15.8,0.342,1.1667,ok,-20.084,-16.361,-20.619,-19.396,-4.257,1.223,0.2337
22,350,Rice,41.99,59.97,0.032,0.4777,ok,-20.678,-19.127,-20.098,-19.477,-0.971,0.621,0.2961
22,351,Cotton,39.9,49.69,0.258,1.3908,ok,-20.052,-17.91,-20.38,-18.916,-2.471,1.464,0.331
22,352,Cotton,44.26,45.4,0.16,0.3684,ok,-19.365,-17.822,-21.084,-18.3,-3.262,2.785,0.2759
22,353,Cotton,36.89,48.91,0.311,0.7154,ok,-19.277,-18.176,-20.893,-18.949,-2.717,1.944,0.3092
22,354,Cotton,26.78,49.63,0.122,0.1943,ok,-19.134,-18.886,-20.812,-19.98,-1.926,0.832,0.3325
22,355,Cotton,40.74,25.17,0.392,0.6406,ok,-20.513,-16.763,-20.995,-17.47,-4.232,3.525,0.4522
22,356,Cotton,36.82,44.24,0.116,3.487,ok,-20.001,-19.192,-20.411,-19.378,-1.219,1.032,0.3692
22,357,Groundnut,63.27,67.21,0.105,1.774,ok,-20.396,-19.538,-20.654,-20.163,-1.116,0.492,0.3711
22,358,Rice,28.96,49.83,0.016,1.0031,ok,-19.911,-19.328,-20.447,-19.712,-1.119,0.735,0.4036
22,359,Cotton,45.91,42.99,0.204,1.1243,ok,-20.228,-17.859,-21.089,-16.76,-3.23,4.329,0.5353
22,360,Groundnut,36.41,34.57,0.039,0.3578,ok,-19.894,-17.954,-20.503,-20.627,-2.548,-0.125,0.2791
22,361,Groundnut,51.99,45.35,0.338,1.0701,ok,-20.658,-18.668,-21.297,-20.063,-2.629,1.233,0.2295
22,362,Cotton,27.76,54.39,0.068,0.8972,ok,-20.333,-19.648,-21.48,-20.147,-1.832,1.333,0.2433
22,363,Maize,43.19,75.54,0.175,0.5149,ok,-19.724,-19.862,-19.805,-19.977,0.057,-0.172,0.2854
22,364,Groundnut,68.76,54.41,0.097,0.3986,ok,-19.79,-18.791,-20.206,-19.749,-1.415,0.457,0.4159
22,365,Bajra,24.3,29.36,0.304,0.4625,ok,-19.616,-18.27,-20.758,-21.12,-2.488,-0.363,0.2583
22,366,Groundnut,58.34,36.02,0.374,0.6306,ok,-20.457,-17.811,-20.693,-19.634,-2.882,1.059,0.3273
22,367,Bajra,43.5,63.64,0.29,0.2021,ok,-20.722,-18.891,-20.144,-21.293,-1.253,-1.149,0.2244
22,368,Cotton,27.87,42.86,0.093,0.9684,ok,-20.128,-17.866,-20.568,-19.358,-2.703,1.211,0.3785
22,369,Cotton,32.05,41.47,0.017,0.2507,ok,-19.257,-18.07,-19.359,-19.355,-1.289,0.004,0.2182
22,370,Groundnut,72.73,35.19,0.094,0.2356,ok,-18.907,-17.373,-19.34,-19.442,-1.968,-0.101,0.4499
22,371,Cotton,47.19,68.18,0.104,0.7369,ok,-19.322,-18.625,-19.553,-19.08,-0.928,0.473,0.3868
22,372,Cotton,50.45,66.32,0.067,0.4214,ok,-19.654,-18.309,-19.934,-18.884,-1.625,1.05,0.4198
22,373,Cotton,22.13,44.72,0.176,1.7138,ok,-20.589,-18.837,-21.209,-20.157,-2.372,1.053,0.2312
22,374,Cotton,28.52,39.11,0.2,2.8199,ok,-20.388,-17.506,-20.559,-19.289,-3.053,1.271,0.24
22,375,Groundnut,25.32,7.92,0.119,0.7497,ok,-19.633,-16.474,-20.639,-20.336,-4.165,0.303,0.2414
22,376,Rice,43.29,55.68,0.181,0.4037,ok,-19.979,-18.147,-19.728,-19.069,-1.581,0.659,0.2824
22,377,Groundnut,45.56,18.67,0.424,0.567,ok,-19.505,-16.768,-20.695,-19.699,-3.927,0.996,0.3059
22,378,Cotton,74.52,72.65,0.18,0.9979,ok,-19.598,-17.985,-18.949,-14.819,-0.964,4.129,0.4308
22,379,Rice,41.28,74.29,0.233,0.1725,ok,-19.215,-18.973,-20.279,-19.555,-1.307,0.725,0.407
22,380,Maize,62.22,70.29,0.267,0.2385,ok,-18.004,-16.988,-17.835,-18.729,-0.846,-0.894,0.326
22,381,Cotton,34.23,52.29,0.285,0.4308,ok,-19.747,-18.745,-21.352,-19.137,-2.607,2.215,0.319
22,382,Cotton,53.48,63.63,0.199,0.1987,ok,-20.065,-18.624,-20.975,-18.398,-2.351,2.577,0.3644
22,383,Cotton,51.19,48.35,0.0,0.1023,no_valid_sar,,,,,,,0.225
22,384,Cotton,51.19,48.35,0.0,0.1396,no_valid_sar,,,,,,,0.2958
22,385,Cotton,51.19,48.35,0.0,0.0678,no_valid_sar,,,,,,,0.2661
22,386,Groundnut,22.82,0.0,0.031,0.2192,partial_coverage,-20.404,7.895,-18.905,-20.218,-26.8,-1.314,0.2282
22,387,Cotton,51.19,48.35,0.0,0.2021,no_valid_sar,,,,,,,0.3835
22,388,Cotton,51.19,48.35,0.0,0.091,no_valid_sar,,,,,,,0.3663
22,389,Cotton,51.19,48.35,0.0,0.1741,no_valid_sar,,,,,,,0.3829
22,390,Cotton,51.19,48.35,0.0,0.2232,no_valid_sar,,,,,,,0.3143
22,391,Cotton,51.19,48.35,0.0,0.2027,no_valid_sar,,,,,,,0.2372
22,392,Cotton,51.19,48.35,0.0,0.1358,no_valid_sar,,,,,,,0.4102
22,393,Cotton,51.19,48.35,0.0,0.127,no_valid_sar,,,,,,,0.4732
22,394,Cotton,51.19,48.35,0.0,0.0579,no_valid_sar,,,,,,,0.4061
22,395,Cotton,51.19,48.35,0.0,0.0748,no_valid_sar,,,,,,,0.4131
22,396,Cotton,51.19,48.35,0.0,0.1352,no_valid_sar,,,,,,,0.3926
22,397,Cotton,51.19,48.35,0.0,0.1875,no_valid_sar,,,,,,,0.2617
22,398,Cotton,51.19,48.35,0.0,0.0895,no_valid_sar,,,,,,,0.337
22,399,Cotton,51.19,48.35,0.0,0.0663,no_valid_sar,,,,,,,0.3511
22,400,Cotton,51.19,48.35,0.0,0.0666,no_valid_sar,,,,,,,0.2576
22,401,Cotton,51.19,48.35,0.0,0.0755,no_valid_sar,,,,,,,0.2727
22,402,Cotton,51.19,48.35,0.0,0.1147,no_valid_sar,,,,,,,0.2588
22,403,Cotton,51.19,48.35,0.0,0.1138,no_valid_sar,,,,,,,0.399
22,404,Cotton,51.19,48.35,0.0,0.1393,no_valid_sar,,,,,,,0.4544
22,405,Cotton,51.19,48.35,0.0,0.0495,no_valid_sar,,,,,,,0.4788
22,406,Cotton,51.19,48.35,0.0,0.1229,no_valid_sar,,,,,,,0.2763
22,407,Cotton,51.19,48.35,0.0,0.1773,no_valid_sar,,,,,,,0.4644
22,408,Cotton,51.19,48.35,0.0,0.1759,no_valid_sar,,,,,,,0.5223
22,409,Cotton,51.19,48.35,0.0,0.0896,no_valid_sar,,,,,,,0.3569
22,410,Cotton,51.19,48.35,0.0,0.1209,no_valid_sar,,,,,,,0.4172
22,411,Cotton,51.19,48.35,0.0,0.0999,no_valid_sar,,,,,,,0.4692
22,412,Cotton,51.19,48.35,0.0,0.1512,no_valid_sar,,,,,,,0.1859
22,413,Cotton,51.19,48.35,0.0,0.1147,no_valid_sar,,,,,,,0.2944
22,414,Cotton,51.19,48.35,0.0,0.084,no_valid_sar,,,,,,,0.3294
22,415,Cotton,51.19,48.35,0.0,0.0901,no_valid_sar,,,,,,,0.3499
22,416,Cotton,51.19,48.35,0.0,0.1069,no_valid_sar,,,,,,,0.2903
22,417,Cotton,51.19,48.35,0.0,0.0933,no_valid_sar,,,,,,,0.325
22,418,Cotton,36.21,2.45,0.057,0.078,ok,-19.331,5.317,-19.389,-18.23,-24.706,1.159,0.3041
22,419,Cotton,54.95,6.52,0.087,0.188,ok,-19.332,-7.636,-18.435,-17.218,-10.799,1.217,0.3615
22,420,Rice,46.11,93.41,0.035,0.119,ok,-22.117,-21.218,-21.0,-21.246,0.218,-0.246,0.2217
22,421,Cotton,38.82,37.32,0.286,0.1308,ok,-21.571,-17.482,-21.07,-18.492,-3.589,2.578,0.382
22,422,Groundnut,65.16,72.28,0.239,0.2618,ok,-21.324,-19.142,-20.412,-20.274,-1.27,0.138,0.2352
22,423,Bajra,65.38,67.24,0.286,0.1273,ok,-20.485,-19.276,-19.932,-20.705,-0.656,-0.774,0.3041
22,424,Rice,27.69,59.96,0.22,0.1232,ok,-20.271,-19.055,-20.701,-19.58,-1.646,1.121,0.3424
22,425,Cotton,83.49,93.0,0.245,0.1832,ok,-18.783,-19.032,-18.811,-17.382,0.221,1.429,0.4578
22,426,Cotton,59.85,78.65,0.329,0.0973,ok,-19.628,-19.017,-20.282,-18.518,-1.265,1.764,0.4035
22,427,Groundnut,51.31,39.37,0.394,0.1821,ok,-20.605,-18.157,-21.056,-19.941,-2.9,1.115,0.3223
22,428,Groundnut,35.18,34.08,0.346,0.1725,ok,-20.333,-18.253,-21.479,-20.495,-3.225,0.983,0.2263
22,429,Cotton,79.87,78.58,0.437,0.1066,ok,-20.248,-18.487,-18.051,-17.192,0.436,0.859,0.3043
22,430,Cotton,79.07,91.14,0.324,0.0989,ok,-20.833,-18.735,-18.97,-17.573,-0.236,1.397,0.278
22,431,Rice,49.81,56.01,0.17,0.1411,ok,-20.722,-19.666,-19.995,-19.549,-0.329,0.447,0.2728
22,432,Rice,43.62,70.0,0.113,0.1132,ok,-19.188,-19.166,-20.439,-19.345,-1.273,1.094,0.3899
22,433,Rice,32.23,56.2,0.208,0.1353,ok,-20.394,-18.629,-20.909,-19.469,-2.28,1.44,0.3926
22,434,Cotton,68.62,68.59,0.628,0.1227,ok,-18.915,-18.476,-19.113,-17.951,-0.637,1.162,0.4113
22,435,Rice,56.46,89.1,0.015,0.0742,ok,-19.679,-19.797,-20.404,-19.514,-0.607,0.89,0.4168
22,436,Rice,59.23,71.66,0.055,0.1186,ok,-19.513,-19.624,-20.349,-18.902,-0.725,1.447,0.4334
22,437,Rice,55.19,95.13,0.022,0.1307,ok,-19.626,-20.299,-20.295,-19.753,0.004,0.541,0.4015
22,438,Rice,50.08,93.33,0.037,0.1448,ok,-19.576,-20.331,-20.528,-19.908,-0.197,0.62,0.4238
22,439,Maize,47.18,93.71,0.003,0.101,ok,-20.623,-19.461,-19.237,-20.37,0.224,-1.134,0.2511
22,440,Rice,41.57,77.68,0.039,0.1514,ok,-19.721,-19.756,-20.329,-19.828,-0.572,0.5,0.3152
22,441,Rice,80.38,86.12,0.314,0.0752,ok,-19.672,-20.447,-20.368,-18.239,0.079,2.128,0.3094
22,442,Rice,15.53,54.31,0.187,0.1453,ok,-20.84,-19.293,-21.671,-19.972,-2.378,1.699,0.2037
22,443,Rice,9.67,44.92,0.213,0.2685,ok,-19.268,-19.301,-21.4,-20.046,-2.099,1.354,0.2823
22,444,Cotton,51.19,48.35,0.0,0.4905,no_valid_sar,,,,,,,0.4526
22,445,Groundnut,55.47,1.11,0.047,0.3252,partial_coverage,-19.958,8.247,-19.449,-18.916,-27.696,0.533,0.4407
22,446,Groundnut,57.45,0.91,0.044,0.3154,partial_coverage,-19.302,8.456,-18.349,-18.53,-26.805,-0.181,0.4773
22,447,Cotton,51.19,48.35,0.0,0.1707,no_valid_sar,,,,,,,0.5051
22,448,Cotton,51.19,48.35,0.0,0.122,no_valid_sar,,,,,,,0.4866
22,449,Cotton,51.19,48.35,0.0,0.0889,no_valid_sar,,,,,,,0.4895
22,450,Cotton,51.19,48.35,0.0,0.1031,no_valid_sar,,,,,,,0.5357
22,451,Cotton,51.19,48.35,0.0,0.1713,no_valid_sar,,,,,,,0.2115
22,452,Groundnut,54.16,2.0,0.043,0.1099,partial_coverage,-19.369,8.939,-19.16,-19.516,-28.099,-0.355,0.4509
